,#RIC,Date[G],Time[G],GMT Offset,Type,Ex/Cntrb.ID,Price,Volume,Buyer ID,Bid Price,Bid Size,No. Buyers,Seller ID,Ask Price,Ask Size,No. Sellers,Qualifiers,Exch Time
4208,NOKI.ST,20090701,09:04:56.712440,2,Quote,,,,,,,,,,12085.0,,,
4209,NOKI.ST,20090701,09:04:59.107619,2,Quote,,,,,,,,,,7000.0,,,
4210,NOKI.ST,20090701,09:04:59.271621,2,Quote,,,,,,,,,,9000.0,,,
4211,NOKI.ST,20090701,09:04:59.321516,2,Quote,,,,,,,,,114.7,345.0,,,
4212,NOKI.ST,20090701,09:04:59.321901,2,Quote,,,,,,,,,114.8,9000.0,,,
4213,NOKI.ST,20090701,09:04:59.352214,2,Quote,,,,,,,,,114.7,3483.0,,,
4214,NOKI.ST,20090701,09:05:12.458025,2,Quote,,,,,,,,,,345.0,,,
4215,NOKI.ST,20090701,09:05:12.543708,2,Quote,,,,,,,,,114.8,16500.0,,,
4216,NOKI.ST,20090701,09:05:12.543708,2,Quote,,,,,,,,,114.7,7450.0,,,
4217,NOKI.ST,20090701,09:05:12.608074,2,Quote,,,,,,,,,,12450.0,,,
4218,NOKI.ST,20090701,09:05:22.241613,2,Quote,,,,,114.6,400.0,,,,,,,
4219,NOKI.ST,20090701,09:05:22.486950,2,Quote,,,,,,,,,,10645.0,,,
4220,NOKI.ST,20090701,09:05:55.809652,2,Quote,,,,,114.4,6300.0,,,,,,,
4221,NOKI.ST,20090701,09:05:55.809652,2,Trade,,114.6,400.0,ENS ,,,,CAR ,,,,15b cYd e f6 g1[ALIAS]; 99[IRGCOND];   [PRC_QL2],09:05:55.000
4222,NOKI.ST,20090701,09:05:55.831466,2,Quote,,,,,,,,,,14645.0,,,
4223,NOKI.ST,20090701,09:05:55.841972,2,Quote,,,,,,,,,,9000.0,,,
4224,NOKI.ST,20090701,09:05:55.841972,2,Quote,,,,,,,,,114.6,5300.0,,,
4225,NOKI.ST,20090701,09:05:55.874212,2,Quote,,,,,,,,,,3419.0,,,
4226,NOKI.ST,20090701,09:06:24.721207,2,Quote,,,,,,,,,114.7,14400.0,,,
4227,NOKI.ST,20090701,09:06:24.723733,2,Quote,,,,,,,,,,18556.0,,,
4228,NOKI.ST,20090701,09:06:24.723733,2,Quote,,,,,,,,,,20335.0,,,
4229,NOKI.ST,20090701,09:06:29.278395,2,Quote,,,,,,,,,,22835.0,,,
4230,NOKI.ST,20090701,09:06:32.316377,2,Quote,,,,,,,,,,20335.0,,,
